transaction_date,card_name,customer_id,account_number,merchant_name,mcc_code,transaction_amount
1/20/2023,Citi PremierMiles,C193467,A1234000102,INOX,4121,12.9
7/30/2023,Citi PremierMiles,C188514,A1234000102,Reliance Fresh,5944,54.24
7/7/2023,Citi PremierMiles,C152176,A1234000102,Vijay Sales,4121,56.96
12/6/2023,Citi PremierMiles,C134748,A1234000102,Decathlon,7832,59.45
6/14/2023,Citi PremierMiles,C129341,A1234000102,Zara,4511,79.5
11/18/2023,Citi PremierMiles,C104757,A1234000102,Rapido,5651,59.38
10/12/2023,Citi PremierMiles,C110373,A1234000102,DMart,4722,67.99
11/17/2023,Citi PremierMiles,C188869,A1234000102,AJIO,5541,88.3
3/17/2023,Citi PremierMiles,C127748,A1234000102,Ola,5814,50.77
9/19/2023,Citi PremierMiles,C185394,A1234000102,INOX,4121,77.1
12/31/2023,Citi PremierMiles,C165600,A1234000102,Shell,5541,81.2
7/17/2023,Citi PremierMiles,C181653,A1234000102,Yatra,5912,24.4
6/10/2023,Citi PremierMiles,C125562,A1234000102,Vijay Sales,7832,53.4
7/20/2023,Citi PremierMiles,C165107,A1234000102,Airbnb,5912,88.3
12/7/2023,Citi PremierMiles,C109934,A1234000102,DMart,5912,57.2
10/14/2023,Citi PremierMiles,C113229,A1234000102,HPCL,5941,72
6/28/2023,Citi PremierMiles,C182610,A1234000102,Nike,5944,93.3
5/27/2023,Citi PremierMiles,C131049,A1234000102,Singapore Airlines,5541,37.8
12/31/2023,Citi PremierMiles,C133471,A1234000102,1mg,5655,95
9/6/2023,Citi PremierMiles,C154090,A1234000102,Apple,5912,90.7
7/16/2023,Citi PremierMiles,C124570,A1234000102,HPCL,5311,75.1
2/26/2023,Citi PremierMiles,C114006,A1234000102,MakeMyTrip,5655,51.93
11/1/2023,Citi PremierMiles,C137412,A1234000102,BookMyShow,5655,67.27
10/26/2023,Citi PremierMiles,C151124,A1234000102,Google Play,5732,32.78
6/6/2023,Citi PremierMiles,C173630,A1234000102,PVR Cinemas,5816,11.9
7/2/2023,Citi PremierMiles,C154101,A1234000102,ITC Hotels,5541,81.34
1/26/2023,Citi PremierMiles,C109014,A1234000102,CaratLane,4511,74.9
9/5/2023,Citi PremierMiles,C187678,A1234000102,H&M,5944,63
8/18/2023,Citi PremierMiles,C132049,A1234000102,Marriott,6012,53
9/8/2023,Citi PremierMiles,C190862,A1234000102,Airbnb,7011,32.2
9/10/2023,Citi PremierMiles,C159750,A1234000102,Croma,5814,16.7
11/18/2023,Citi PremierMiles,C147625,A1234000102,Reliance Fresh,5651,91
7/17/2023,Citi PremierMiles,C154593,A1234000102,PharmEasy,5812,36.95
9/18/2023,Citi PremierMiles,C196559,A1234000102,INOX,6012,18.2
5/24/2023,Citi PremierMiles,C194313,A1234000102,Airbnb,5816,81.2
12/27/2023,Citi PremierMiles,C178287,A1234000102,Pantaloons,5655,14.93
4/5/2023,Citi PremierMiles,C115413,A1234000102,Uber,5655,30.46
9/29/2023,Citi PremierMiles,C166768,A1234000102,Marriott,5541,31.9
7/9/2023,Citi PremierMiles,C148880,A1234000102,Vistara,5944,51.29
2/6/2023,Citi PremierMiles,C191622,A1234000102,Swiggy,7832,27.2
7/25/2023,Citi PremierMiles,C165890,A1234000102,PVR Cinemas,5816,48.9
6/10/2023,Citi PremierMiles,C196140,A1234000102,AJIO,5732,100.8
5/28/2023,Citi PremierMiles,C103606,A1234000102,H&M,5651,58.7
10/8/2023,Citi PremierMiles,C110584,A1234000102,Swiggy,5311,75
9/5/2023,Citi PremierMiles,C104524,A1234000102,Pantaloons,5411,27.8
11/12/2023,Citi PremierMiles,C155599,A1234000102,Marriott,5944,61.85
5/23/2023,Citi PremierMiles,C180730,A1234000102,PhonePe,5912,70
1/28/2023,Citi PremierMiles,C195155,A1234000102,Reliance Fresh,4121,23.3
8/11/2023,Citi PremierMiles,C137612,A1234000102,Airbnb,4121,64.98
10/16/2023,Citi PremierMiles,C183635,A1234000102,Decathlon,4121,53.19
3/21/2023,Citi PremierMiles,C137740,A1234000102,MakeMyTrip,4511,19.72
11/10/2023,Citi PremierMiles,C174187,A1234000102,Flipkart,5812,89.6
6/11/2023,Citi PremierMiles,C118423,A1234000102,Decathlon,5651,93.39
5/5/2023,Citi PremierMiles,C179997,A1234000102,Big Bazaar,5814,67.34
9/13/2023,Citi PremierMiles,C122675,A1234000102,Swiggy,6012,36.7
11/24/2023,Citi PremierMiles,C195788,A1234000102,Rapido,4511,72.5
10/24/2023,Citi PremierMiles,C155541,A1234000102,H&M,5814,38.1
10/26/2023,Citi PremierMiles,C138002,A1234000102,ITC Hotels,6012,68
6/6/2023,Citi PremierMiles,C133925,A1234000102,IndianOil,5912,64.8
11/17/2023,Citi PremierMiles,C140300,A1234000102,PVR Cinemas,5941,29.83
10/8/2023,Citi PremierMiles,C121439,A1234000102,Tanishq,5912,24.84
5/23/2023,Citi PremierMiles,C107663,A1234000102,Swiggy,5651,75.84
6/7/2023,Citi PremierMiles,C129816,A1234000102,Zomato,5311,99
9/14/2023,Citi PremierMiles,C106250,A1234000102,Shell,7011,90.78
4/2/2023,Citi PremierMiles,C113291,A1234000102,Nike,5541,22.7
7/23/2023,Citi PremierMiles,C132943,A1234000102,INOX,5541,42.76
4/7/2023,Citi PremierMiles,C162423,A1234000102,Malabar Gold,7832,36.1
2/12/2023,Citi PremierMiles,C175081,A1234000102,AJIO,5732,64.84
8/23/2023,Citi PremierMiles,C171068,A1234000102,Vijay Sales,4511,35.25
8/25/2023,Citi PremierMiles,C149088,A1234000102,HPCL,5732,63.6
1/28/2023,Citi PremierMiles,C117358,A1234000102,Malabar Gold,4121,63.06
11/27/2023,Citi PremierMiles,C166178,A1234000102,Malabar Gold,5541,57.13
7/1/2023,Citi PremierMiles,C109074,A1234000102,Airbnb,7832,83.61
11/7/2023,Citi PremierMiles,C104524,A1234000102,Swiggy,5812,62.09
8/28/2023,Citi PremierMiles,C190018,A1234000102,Decathlon,5814,99
8/2/2023,Citi PremierMiles,C160240,A1234000102,Emirates,6012,71.33
5/28/2023,Citi PremierMiles,C193413,A1234000102,INOX,7832,85.6
11/24/2023,Citi PremierMiles,C160197,A1234000102,Adidas,6012,52.34
11/29/2023,Citi PremierMiles,C173725,A1234000102,H&M,5814,16.9
2/1/2023,Citi PremierMiles,C187778,A1234000102,McDonald's,4511,60.5
2/16/2023,Citi PremierMiles,C134490,A1234000102,Myntra,7832,73.83
2/20/2023,Citi PremierMiles,C177660,A1234000102,Zomato,4511,24.66
3/27/2023,Citi PremierMiles,C158255,A1234000102,H&M,5912,16.8
1/17/2023,Citi PremierMiles,C193358,A1234000102,Vijay Sales,5541,71.96
6/10/2023,Citi PremierMiles,C106072,A1234000102,Reliance Fresh,5912,62.9
8/13/2023,Citi PremierMiles,C102875,A1234000102,1mg,5311,44.3
12/6/2023,Citi PremierMiles,C123789,A1234000102,Myntra,4722,15.19
4/24/2023,Citi PremierMiles,C172090,A1234000102,BPCL,7011,89.17
12/28/2023,Citi PremierMiles,C166962,A1234000102,Pantaloons,5411,94.32
5/28/2023,Citi PremierMiles,C145649,A1234000102,Zomato,4511,38.4
8/24/2023,Citi PremierMiles,C173817,A1234000102,DMart,4511,24.9
1/16/2023,Citi PremierMiles,C106473,A1234000102,Domino's,4722,85.5
4/2/2023,Citi PremierMiles,C151001,A1234000102,Emirates,4511,10.9
3/21/2023,Citi PremierMiles,C106433,A1234000102,PharmEasy,5912,62.65
2/1/2023,Citi PremierMiles,C123911,A1234000102,Google Play,7011,37.7
8/25/2023,Citi PremierMiles,C148224,A1234000102,CaratLane,5651,41.5
10/4/2023,Citi PremierMiles,C122170,A1234000102,IndiGo,5651,11.22
11/22/2023,Citi PremierMiles,C140757,A1234000102,IndianOil,7832,63.62
4/5/2023,Citi PremierMiles,C110499,A1234000102,BPCL,4511,21.1
3/7/2023,Citi PremierMiles,C101496,A1234000102,Nike,5541,40.3
6/10/2023,Citi PremierMiles,C104740,A1234000102,Adidas,5651,18.2
10/25/2023,Citi PremierMiles,C134900,A1234000102,Qatar Airways,5651,47.86
3/15/2023,Citi PremierMiles,C151939,A1234000102,KFC,5541,66.92
11/30/2023,Citi PremierMiles,C100391,A1234000102,Uber,7011,36.68
1/4/2023,Citi PremierMiles,C150146,A1234000102,Croma,4722,28.24
2/14/2023,Citi PremierMiles,C171493,A1234000102,Air India,5812,33.79
8/6/2023,Citi PremierMiles,C152316,A1234000102,Airbnb,5411,70.3
2/14/2023,Citi PremierMiles,C161039,A1234000102,Yatra,5912,66.08
5/16/2023,Citi PremierMiles,C109623,A1234000102,Malabar Gold,5651,54.58
11/9/2023,Citi PremierMiles,C161941,A1234000102,IRCTC,7832,58.9
10/8/2023,Citi PremierMiles,C136969,A1234000102,Myntra,5541,38
3/16/2023,Citi PremierMiles,C192213,A1234000102,BookMyShow,5541,31
3/12/2023,Citi PremierMiles,C177025,A1234000102,KFC,5814,46.28
7/26/2023,Citi PremierMiles,C173920,A1234000102,Uber,5541,29.51
7/3/2023,Citi PremierMiles,C196201,A1234000102,IndiGo,5912,52.1
11/20/2023,Citi PremierMiles,C150043,A1234000102,HPCL,5912,52.71
3/6/2023,Citi PremierMiles,C134779,A1234000102,Zomato,4511,16.6
11/8/2023,Citi PremierMiles,C173955,A1234000102,Apple,5541,99.7
11/9/2023,Citi PremierMiles,C159861,A1234000102,BPCL,4722,10.2
1/30/2023,Citi PremierMiles,C128453,A1234000102,Adidas,7011,84.48
6/10/2023,Citi PremierMiles,C158723,A1234000102,KFC,5944,55.8
12/18/2023,Citi PremierMiles,C104248,A1234000102,1mg,5941,44.4
9/2/2023,Citi PremierMiles,C122944,A1234000102,Vistara,5812,77.89
8/24/2023,Citi PremierMiles,C125107,A1234000102,Pantaloons,5944,53.86
5/28/2023,Citi PremierMiles,C101384,A1234000102,Apollo Pharmacy,5651,33.3
8/8/2023,Citi PremierMiles,C182163,A1234000102,CaratLane,7011,86.7
8/24/2023,Citi PremierMiles,C119185,A1234000102,Pantaloons,7011,37.37
11/11/2023,Citi PremierMiles,C154506,A1234000102,PhonePe,5651,13.1
10/3/2023,Citi PremierMiles,C169004,A1234000102,Nike,5651,70.2
3/19/2023,Citi PremierMiles,C187313,A1234000102,BPCL,5732,80.3
5/2/2023,Citi Prestige,C132692,A1234000103,Booking.com,4121,74.4
5/31/2023,Citi Prestige,C105017,A1234000103,BookMyShow,5311,31.59
11/25/2023,Citi Prestige,C150773,A1234000103,IndianOil,4511,54.9
8/16/2023,Citi Prestige,C163216,A1234000103,Yatra,5814,63.2
7/4/2023,Citi Prestige,C189348,A1234000103,Myntra,4112,53
3/23/2023,Citi Prestige,C164311,A1234000103,Apple,5812,76.98
2/28/2023,Citi Prestige,C149585,A1234000103,Swiggy,5655,11.38
9/14/2023,Citi Prestige,C135065,A1234000103,Malabar Gold,5814,32.99
10/6/2023,Citi Prestige,C108173,A1234000103,H&M,5411,97.56
5/28/2023,Citi Prestige,C174860,A1234000103,MakeMyTrip,4511,13.74
3/6/2023,Citi Prestige,C163514,A1234000103,AJIO,5941,44.4
7/2/2023,Citi Prestige,C152754,A1234000103,McDonald's,5912,24.3
2/18/2023,Citi Prestige,C186461,A1234000103,Singapore Airlines,5651,73.14
3/29/2023,Citi Prestige,C125067,A1234000103,Airbnb,5541,81.2
1/26/2023,Citi Prestige,C125049,A1234000103,Pantaloons,5311,31.4
12/30/2023,Citi Prestige,C138458,A1234000103,IRCTC,5944,76.4
1/12/2023,Citi Prestige,C183144,A1234000103,BookMyShow,7832,18.2
3/13/2023,Citi Prestige,C167719,A1234000103,Uber,7011,10.39
9/30/2023,Citi Prestige,C161102,A1234000103,Decathlon,5812,28.27
6/19/2023,Citi Prestige,C126971,A1234000103,KFC,5941,51.7
11/30/2023,Citi Prestige,C157469,A1234000103,Shell,5941,70.1
7/5/2023,Citi Prestige,C117834,A1234000103,BPCL,7832,49.99
5/1/2023,Citi Prestige,C175092,A1234000103,PharmEasy,7011,22
12/22/2023,Citi Prestige,C197400,A1234000103,Apollo Pharmacy,5541,12.56
7/25/2023,Citi Prestige,C155132,A1234000103,Adidas,4511,73.2
10/2/2023,Citi Prestige,C142842,A1234000103,Malabar Gold,7011,42.8
9/2/2023,Citi Prestige,C167991,A1234000103,Nike,7832,48.22
1/14/2023,Citi Prestige,C195087,A1234000103,1mg,5655,32.7
2/21/2023,Citi Prestige,C109598,A1234000103,Ola,5411,67.57
3/2/2023,Citi Prestige,C126535,A1234000103,Amazon,5655,29.33
8/17/2023,Citi Prestige,C145966,A1234000103,KFC,4121,59.5
2/1/2023,Citi Prestige,C122835,A1234000103,KFC,7011,74.67
7/4/2023,Citi Prestige,C127705,A1234000103,AJIO,5812,30.83
11/12/2023,Citi Prestige,C161415,A1234000103,H&M,7832,57.81
9/18/2023,Citi Prestige,C141984,A1234000103,Pantaloons,5651,69.89
8/27/2023,Citi Prestige,C153035,A1234000103,Taj Hotels,5541,82.9
4/21/2023,Citi Prestige,C162201,A1234000103,Apollo Pharmacy,7011,92.6
1/17/2023,Citi Prestige,C107161,A1234000103,H&M,5411,63.9
10/8/2023,Citi Prestige,C177545,A1234000103,PhonePe,5732,61.2
11/20/2023,Citi Prestige,C178752,A1234000103,Yatra,5732,81.46
11/23/2023,Citi Prestige,C119268,A1234000103,IRCTC,4121,31.06
7/23/2023,Citi Prestige,C173748,A1234000103,Zomato,4511,52.41
3/3/2023,Citi Prestige,C113058,A1234000103,Airbnb,5941,34.8
5/11/2023,Citi Prestige,C193155,A1234000103,PhonePe,5812,30.93
12/13/2023,Citi Prestige,C176475,A1234000103,INOX,5655,77.42
11/13/2023,Citi Prestige,C118164,A1234000103,Nike,4722,12.4
12/3/2023,Citi Prestige,C130363,A1234000103,Reliance Fresh,5912,52.53
5/31/2023,Citi Prestige,C175712,A1234000103,Taj Hotels,5655,62.4
4/3/2023,Citi Prestige,C165156,A1234000103,PhonePe,5912,68.5
3/25/2023,Citi Prestige,C143665,A1234000103,Ola,5732,85.78
12/14/2023,Citi Prestige,C137015,A1234000103,HPCL,4511,82.6
4/9/2023,Citi Prestige,C176307,A1234000103,Zara,4121,26.65
5/15/2023,Citi Prestige,C148127,A1234000103,Croma,5812,35.36
1/7/2023,Citi Prestige,C155206,A1234000103,Taj Hotels,5944,80.78
5/23/2023,Citi Prestige,C140850,A1234000103,1mg,7832,100.31
4/24/2023,Citi Prestige,C165492,A1234000103,Booking.com,7832,28.4
10/6/2023,Citi Prestige,C182567,A1234000103,Zara,4511,99.62
12/5/2023,Citi Prestige,C144817,A1234000103,CaratLane,5812,25.38
5/15/2023,Citi Prestige,C179853,A1234000103,H&M,5541,56.5
11/29/2023,Citi Prestige,C141061,A1234000103,H&M,4511,21.13
2/17/2023,Citi Prestige,C160915,A1234000103,Adidas,6012,78.75
2/26/2023,Citi Prestige,C102557,A1234000103,McDonald's,7832,28.5
6/18/2023,Citi Prestige,C112885,A1234000103,Swiggy,4511,45.33
7/23/2023,Citi Prestige,C193982,A1234000103,PVR Cinemas,5814,29.33
12/13/2023,Citi Prestige,C159036,A1234000103,KFC,5651,27.9
12/10/2023,Citi Prestige,C191283,A1234000103,Vistara,7832,18.7
5/9/2023,Citi Prestige,C199596,A1234000103,Ola,7011,18.44
6/18/2023,Citi Prestige,C145195,A1234000103,PhonePe,5311,98.61
9/27/2023,Citi Prestige,C135268,A1234000103,IndianOil,5411,83.4
3/7/2023,Citi Prestige,C156809,A1234000103,IRCTC,5944,69.71
2/21/2023,Citi Prestige,C111880,A1234000103,Reliance Fresh,4511,60.99
1/30/2023,Citi Prestige,C126761,A1234000103,PharmEasy,5541,25.52
1/21/2023,Citi Prestige,C152242,A1234000103,Marriott,7832,22.6
10/6/2023,Citi Prestige,C177474,A1234000103,IndianOil,5944,87.58
1/9/2023,Citi Prestige,C186569,A1234000103,Singapore Airlines,4511,86.69
5/20/2023,Citi Prestige,C105668,A1234000103,Adidas,7011,34.67
10/3/2023,Citi Prestige,C199866,A1234000103,ITC Hotels,5812,38.61
12/10/2023,Citi Prestige,C111530,A1234000103,Yatra,5651,19.7
3/20/2023,Citi Prestige,C172977,A1234000103,Decathlon,7832,24.2
11/12/2023,Citi Prestige,C198885,A1234000103,Big Bazaar,5411,62.39
11/19/2023,Citi Prestige,C187634,A1234000103,Big Bazaar,5814,27.95
8/18/2023,Citi Prestige,C100588,A1234000103,Croma,5812,25.2
5/29/2023,Citi Prestige,C170264,A1234000103,H&M,5651,71.28
7/8/2023,Citi Prestige,C183333,A1234000103,Singapore Airlines,5944,86.5
12/4/2023,Citi Prestige,C108763,A1234000103,PVR Cinemas,4722,30.3
1/20/2023,Citi Prestige,C101283,A1234000103,H&M,5655,42.6
8/3/2023,Citi Prestige,C116699,A1234000103,Reliance Fresh,7011,74.02
12/28/2023,Citi Prestige,C110581,A1234000103,Apple,5912,32.1
3/15/2023,Citi Prestige,C104088,A1234000103,BookMyShow,4511,40.01
2/27/2023,Citi Prestige,C164107,A1234000103,Vistara,5814,17.33
6/15/2023,Citi Prestige,C124952,A1234000103,Big Bazaar,5311,59.59
12/16/2023,Citi Prestige,C168237,A1234000103,Zomato,5651,96.45
10/17/2023,Citi Prestige,C198771,A1234000103,Vistara,5941,50.9
10/20/2023,Citi Prestige,C113690,A1234000103,INOX,5814,76.01
6/21/2023,Citi Prestige,C186449,A1234000103,Pantaloons,5655,79.8
1/21/2023,Citi Prestige,C138845,A1234000103,Zomato,5816,12
1/5/2023,Citi Prestige,C123786,A1234000103,Tanishq,5651,50.08
5/13/2023,Citi Prestige,C180320,A1234000103,Croma,5411,21.05
5/1/2023,Citi Prestige,C124891,A1234000103,Pantaloons,4511,35.2
7/15/2023,Citi Prestige,C107491,A1234000103,IRCTC,5812,89.3
6/6/2023,Citi Prestige,C157726,A1234000103,Ola,4511,23.89
5/16/2023,Citi Prestige,C168774,A1234000103,DMart,7011,87.8
10/22/2023,Citi Prestige,C161252,A1234000103,Pantaloons,4511,12.3
4/24/2023,Citi Prestige,C126673,A1234000103,Flipkart,4511,50.3
2/1/2023,Citi Prestige,C198900,A1234000103,Malabar Gold,4722,57.05
2/1/2023,Citi Prestige,C153796,A1234000103,Big Bazaar,5732,12.2
10/29/2023,Citi Prestige,C165994,A1234000103,AJIO,4511,92.11
4/2/2023,Citi Prestige,C121708,A1234000103,Air India,5411,65.1
4/21/2023,Citi Prestige,C176514,A1234000103,Big Bazaar,5912,56.72
9/2/2023,Citi Prestige,C122191,A1234000103,Google Play,5541,66.1
7/22/2023,Citi Prestige,C129194,A1234000103,Malabar Gold,5941,29.6
8/14/2023,Citi Prestige,C187547,A1234000103,Shell,4121,69.2
5/5/2023,Citi Prestige,C199128,A1234000103,Tanishq,4722,66.7
1/3/2023,Citi Prestige,C186994,A1234000103,Croma,5311,79.74
8/18/2023,Citi Prestige,C125341,A1234000103,Nike,5732,80.19
2/4/2023,Citi Prestige,C170581,A1234000103,Flipkart,5541,66.4
1/10/2023,Citi Prestige,C131825,A1234000103,Tanishq,4511,52.1
2/5/2023,Citi Prestige,C167909,A1234000103,AJIO,5732,24.17
7/16/2023,Citi Prestige,C149573,A1234000103,Domino's,7011,62.2
12/5/2023,Citi Prestige,C112113,A1234000103,Domino's,5651,10.3
7/26/2023,Citi Prestige,C177434,A1234000103,BPCL,5912,90.53
6/29/2023,Citi Prestige,C137979,A1234000103,Apple,5814,61.3
9/14/2023,Citi Prestige,C106386,A1234000103,ITC Hotels,4511,39.47
6/28/2023,Citi Prestige,C171430,A1234000103,Apollo Pharmacy,5411,72.72
6/14/2023,Citi Prestige,C130864,A1234000103,Flipkart,5912,42.4
6/28/2023,Citi Prestige,C178205,A1234000103,Marriott,5912,56.04
3/25/2023,Citi Prestige,C168369,A1234000103,1mg,5944,41.64
5/29/2023,Citi Prestige,C174210,A1234000103,Airbnb,5732,83.8
7/30/2023,Citi Prestige,C153770,A1234000103,IndiGo,4112,42.4
8/29/2023,Citi Prestige,C174981,A1234000103,PhonePe,4722,24.68
3/28/2023,Citi Prestige,C134223,A1234000103,Croma,7011,21.2
6/3/2023,Citi Prestige,C180002,A1234000103,IndiGo,5311,88.7
5/5/2023,Citi Prestige,C155349,A1234000103,Croma,7011,88.52
5/18/2023,Citi Prestige,C143188,A1234000103,1mg,6012,42.44
1/11/2023,Citi Prestige,C181863,A1234000103,Air India,4722,46.1
6/21/2023,Citi Prestige,C105119,A1234000103,Qatar Airways,6012,75.76
3/29/2023,Citi Prestige,C169946,A1234000103,IRCTC,5732,47.4
11/30/2023,Citi Prestige,C168044,A1234000103,CaratLane,5732,51.2
4/25/2023,Citi Prestige,C185335,A1234000103,Zara,5651,51.3
5/2/2023,Citi Prestige,C173254,A1234000103,Booking.com,5944,57.56
5/17/2023,Citi Prestige,C195230,A1234000103,Uber,5651,43.35
12/19/2023,Citi Prestige,C150064,A1234000103,Reliance Fresh,5311,27.7
11/18/2023,Citi Prestige,C105914,A1234000103,Taj Hotels,4121,52.36
7/18/2023,Citi Prestige,C143257,A1234000103,Uber,4511,87
4/9/2023,Citi Prestige,C167109,A1234000103,CaratLane,4722,86.1
7/9/2023,Citi Prestige,C154128,A1234000103,IndiGo,5814,34.5
5/29/2023,Citi Prestige,C152618,A1234000103,H&M,5816,72.55
7/11/2023,Citi Prestige,C162158,A1234000103,Croma,7832,28.4
8/17/2023,Citi Prestige,C151891,A1234000103,Taj Hotels,5732,47.37
11/23/2023,Citi Prestige,C198175,A1234000103,Yatra,5651,77.44
11/18/2023,Citi Prestige,C190669,A1234000103,McDonald's,4112,33
6/29/2023,Citi Prestige,C136881,A1234000103,ITC Hotels,4121,76.2
6/3/2023,Citi Prestige,C171232,A1234000103,Tanishq,5732,86.61
9/18/2023,Citi Prestige,C112880,A1234000103,INOX,5651,49.42
11/26/2023,Citi Prestige,C132904,A1234000103,PVR Cinemas,4511,18.5
7/31/2023,Citi Prestige,C151026,A1234000103,Ola,5814,86.54
11/18/2023,Citi Prestige,C173660,A1234000103,1mg,5651,21.55
2/1/2023,Citi Prestige,C159946,A1234000103,Airbnb,4511,68.8
6/8/2023,Citi Prestige,C144686,A1234000103,Apollo Pharmacy,4722,80.9
5/14/2023,Citi Prestige,C199421,A1234000103,Shell,5814,78.91
9/21/2023,Citi Prestige,C154166,A1234000103,Swiggy,4121,79.2
2/3/2023,Citi Prestige,C113753,A1234000103,INOX,7011,20.43
9/27/2023,Citi Prestige,C182611,A1234000103,Singapore Airlines,7832,12.3
8/1/2023,Citi Prestige,C162239,A1234000103,Airbnb,5732,38.74
2/9/2023,Citi Prestige,C162020,A1234000103,Taj Hotels,5812,71.48
1/8/2023,Citi Prestige,C178612,A1234000103,Apple,4511,93.11
6/17/2023,Citi Prestige,C163623,A1234000103,AJIO,4722,10.78
7/26/2023,Citi Prestige,C115537,A1234000103,Zara,5541,85.8
11/12/2023,Citi Prestige,C148711,A1234000103,Vistara,4511,51.5
12/21/2023,Citi Prestige,C110209,A1234000103,McDonald's,5941,69.8
12/16/2023,Citi Prestige,C157902,A1234000103,HPCL,7832,53.33
4/19/2023,Citi Prestige,C174927,A1234000103,Taj Hotels,4511,28.21
1/28/2023,Citi Prestige,C102968,A1234000103,Google Play,4511,48.71
11/24/2023,Citi Prestige,C188530,A1234000103,Swiggy,4511,20.39
9/28/2023,Citi Prestige,C122957,A1234000103,Taj Hotels,5814,88.84
11/5/2023,Citi Prestige,C134496,A1234000103,Malabar Gold,4121,43.81
7/12/2023,Citi Prestige,C128999,A1234000103,PharmEasy,5411,95.8
5/1/2023,Citi Prestige,C126655,A1234000103,Emirates,7011,38.93
3/27/2023,Citi Prestige,C116160,A1234000103,Shell,5912,23.7
1/1/2023,Citi Prestige,C164110,A1234000103,Emirates,4511,71.31
12/1/2023,Citi Prestige,C181263,A1234000103,Air India,4722,64
4/25/2023,Citi Prestige,C162807,A1234000103,Booking.com,5411,55.77
10/21/2023,Citi Prestige,C158820,A1234000103,Marriott,5812,99.27
10/30/2023,Citi Prestige,C150103,A1234000103,Nike,4121,84.85
4/2/2023,Citi Prestige,C127011,A1234000103,Flipkart,4722,42.38
8/23/2023,Citi Prestige,C155618,A1234000103,IndianOil,7832,99.71
8/10/2023,Citi Prestige,C147776,A1234000103,AJIO,4722,36.01
9/14/2023,Citi Prestige,C141707,A1234000103,Taj Hotels,5814,96.76
1/9/2023,Citi Prestige,C101738,A1234000103,AJIO,4121,65.27
12/11/2023,Citi Prestige,C169262,A1234000103,Tanishq,4511,89.32
9/12/2023,Citi Prestige,C119730,A1234000103,BPCL,5651,14.1
11/17/2023,Citi Prestige,C158946,A1234000103,PVR Cinemas,7011,23.5
9/8/2023,Citi Prestige,C175756,A1234000103,Myntra,5912,90.01
9/4/2023,Citi Prestige,C149778,A1234000103,CaratLane,7011,44.96
5/5/2023,Citi Prestige,C187444,A1234000103,Taj Hotels,7011,64.7
7/27/2023,Citi Prestige,C109882,A1234000103,Flipkart,4121,78.75
3/26/2023,Citi Prestige,C111919,A1234000103,Myntra,5912,41
10/19/2023,Citi Prestige,C181077,A1234000103,Adidas,6012,51.4
3/29/2023,Citi Prestige,C124016,A1234000103,Zomato,5912,18.18
7/1/2023,Citi Prestige,C152997,A1234000103,Paytm,4511,23.2
6/3/2023,Citi Prestige,C119694,A1234000103,Shell,5732,76.8
4/25/2023,Citi Prestige,C123235,A1234000103,Myntra,5814,60.8
4/5/2023,Citi Prestige,C104093,A1234000103,Zomato,7011,92.7
6/18/2023,Citi Prestige,C195327,A1234000103,Singapore Airlines,4121,66.5
12/26/2023,Citi Prestige,C136526,A1234000103,Emirates,5944,60.92
12/6/2023,Citi Prestige,C106486,A1234000103,Paytm,5541,41.15
6/23/2023,Citi Prestige,C170314,A1234000103,Decathlon,4722,77.3
12/3/2023,Citi Prestige,C101209,A1234000103,Zara,4511,83.1
4/20/2023,Citi Prestige,C108307,A1234000103,AJIO,5651,31.12
1/26/2023,Citi Prestige,C155028,A1234000103,1mg,4511,26.91
10/10/2023,Citi Prestige,C108341,A1234000103,Emirates,5941,69.1
10/12/2023,Citi Prestige,C183904,A1234000103,Swiggy,5311,36.89
11/17/2023,Citi Prestige,C167813,A1234000103,Shell,5912,50.69
2/13/2023,Citi Prestige,C155417,A1234000103,BPCL,4121,93.42
10/29/2023,Citi Prestige,C138801,A1234000103,IndiGo,7832,32.2
4/26/2023,Citi Prestige,C119421,A1234000103,KFC,5912,39.35
9/10/2023,Citi Prestige,C161475,A1234000103,Singapore Airlines,5812,29.88
5/15/2023,Citi Prestige,C168530,A1234000103,Shell,5944,10.1
11/1/2023,Citi Prestige,C130177,A1234000103,Air India,5541,65.87
8/27/2023,Citi Prestige,C108892,A1234000103,Pantaloons,4511,55.02
9/28/2023,Citi Prestige,C105347,A1234000103,Airbnb,5814,54.42
8/3/2023,Citi Prestige,C135278,A1234000103,IRCTC,7011,44.8
8/14/2023,Citi Prestige,C192119,A1234000103,Taj Hotels,7011,41.5
10/23/2023,Citi Prestige,C193977,A1234000103,Decathlon,5651,27.1
11/1/2023,Citi Prestige,C105772,A1234000103,McDonald's,5812,46.08
12/3/2023,Citi Prestige,C116984,A1234000103,Qatar Airways,5651,21.9
5/3/2023,Citi Prestige,C157234,A1234000103,McDonald's,5655,75.1
2/19/2023,Citi Prestige,C137480,A1234000103,Qatar Airways,5541,41.16
12/6/2023,Citi Prestige,C175950,A1234000103,Ola,5814,52.21
11/14/2023,Citi Prestige,C194647,A1234000103,IndianOil,4121,66.37
10/8/2023,Citi Prestige,C196074,A1234000103,Malabar Gold,5944,90.4
3/17/2023,Citi Prestige,C160058,A1234000103,AJIO,7011,14.1
10/13/2023,Citi Prestige,C100841,A1234000103,Uber,4722,74.19
